data_instance	premise	ask-for	hypothesis1	hypothesis2	true_label	predicted_label
dev-1775	The fly was eaten by the spider.	cause	The gardener was asked to kill the insects in the garden.	A fly was capture by a spider.	1	1
dev-1776	Now we are tourists.	effect	The success of reproducing flowers he dreamed of was influenced.	We start our trips.	1	1
dev-1777	There is a bee on the periwinkle.	effect	The periwinkle has no reaction.	The periwinkle attracts a lot of butterflies.	0	1
dev-1778	The amateur observed the shape of moon via images from satellites.	effect	A kind of Emulsion was produced.	Its shape ranges from highly irregular to sphere.	1	1
dev-1779	His father told him it was just a manifestation of volcanic activity.	cause	John is shocked by the unusual shape of this creature.	The villager was terrified of the geysers.	1	0
dev-1780	Parents are more traditional than children.	effect	Parents have diffrent styles from children.	The boy's mother bought spinach for him.	0	0
dev-1781	Tom mixex some reactants together in a beaker to see what will happen.	effect	The beaker becomes too hot and breaks into pieces.	The boy was naturalized into the Smith family.	0	0
dev-1782	Too many calories do a lot of harm to human body.	effect	It's the side effect after having narcotics.	The current trend is to restrict calorie intake.	1	1
dev-1783	She doesn't believe for her unffected visual acuity.	cause	My grandma was diagnoised as cataract.	Lucy always bought something unnecessary.	0	1
dev-1784	She will be relieved.	cause	Maria listens to music when she is in a bad mood.	On December 16, 1902, the eruption of Mount Peree in the West Indies shook the world.	0	0
dev-1785	He melted some ice.	cause	Tom wants to made some cider.	Tom forgot to bring water to do the experiment.	1	0
dev-1786	Tom took a lot of antibiotics.	effect	Now he is immune to chickenpox.	The doctor prescribed him a lot of probiotics to keep him healthy.	1	0
dev-1787	Her parents invites her to take a trip together.	cause	Sharry was busy with her study recently and she felt tired.	Brown wants to buy some anti-gallng binder.	0	1
dev-1788	Cats eat mice.	effect	Cats are dead.	They have kept an ecological balance.	1	0
dev-1789	Scientists have detected toxic substances.	cause	Scientists test soldiers' excrement.	A chemist examined the chemicals contained in marijuana.	0	0
dev-1790	She got tired of announcing similar result involving prizes.	cause	The hostess joined in so many host contests.	The hostess hosted so many different contests.	1	0
dev-1791	Jackson's father is going to build a house.	effect	Jackson's uncle brought in the machines.	He bought much wood.	0	1
dev-1792	He heated the water to almost 100 degrees when he saw the vapour.	cause	John wants to see the water vapour.	Tom's experiment produced some methanol gas.	0	0
dev-1793	They had an accident in their Jeep.	effect	The windows were broken but they were safe.	The oil splashed wet people nearby.	0	0
dev-1794	Woody deciduous plants become bold and brown in late autumn.	effect	Grapevines become bold and brown in late autumn.	Gardeners will prevent this plant from growing in gardens.	0	0
dev-1795	Soon it froze to death.	cause	He threw some apple cores in his garden.	They put the monarchs in the refrigerator.	1	0
dev-1796	His mother bought some foxgloves home.	cause	Tom wanted some flowers to decorate his bedroom.	Tom wants a house where he can dry his clothes.	0	0
dev-1797	Tom and Lucy divorced.	effect	Children were adjudged to be adopted by their mother.	Resonance occurred.	0	0
dev-1798	Her parents invites her to take a trip together.	cause	Farmers want to improve the ablity of legume crops to fix their own nitrogen.	Sharry was busy with her study recently and she felt tired.	1	0
dev-1799	They structured a healthy ecosystem.	cause	All creatures in nature are in balance.	Kelps have a strong ability of adaptation.	0	1
dev-1800	I saw many triggerfish in underwater wolrd in Maldives.	effect	Lucy was scared.	They have very beautiful colors.	1	1
dev-1801	He always does researches about mental activities of human beings.	cause	Scientist wants to research human.	Tom is a student who was majoring in psychology.	1	0
dev-1802	His skin is very dry.	effect	He used body moisture and got better.	The doctor diagnosed him with mumps.	0	0
dev-1803	People have two faces towards family and others.	effect	There is no quarrel at home.	The feeling of drowsiness often occurs.	0	0
dev-1804	The director asked the staff about the product knowledge.	effect	The staff took use of codes instead of spoken words.	The staff was able to answer them all.	1	1
dev-1805	He was afriad of the appearance of mice.	cause	The gardener kept a cat on this land.	The gardener sowed grass seed on this land.	1	0
dev-1806	The teacher played games with him and other children.	cause	Tom was sent to the kindergarten.	Geography teacher uses a globe to teach students about geography.	0	0
dev-1807	Blood brings oxygen to thw body in this way.	cause	Blood runs through the body via vessels.	Tom attach too much importance to his shoes.	0	0
dev-1808	The car doesn't work any more.	cause	Close the S pole of magnet A to the N pole of magnet B.	The metal on the gearbox is oxidized.	1	1
dev-1809	He was blamed for insult the religious paintings.	cause	Tom accidentally touched the clay sculpture.	He urinated beside the icons.	1	1
dev-1810	They helped kill bacteria they have engulfed.	cause	Jack planted beets in the cool outdoors and in the warm greenhouse.	The Phagocytes utilized oxidants.	1	1
dev-1811	The tardigrades began to curled themselves up into a little ball called a tun.	cause	The dry season is here.	It's been windy lately.	0	0
dev-1812	They live in wilderness regions.	cause	Those men are hikers.	This kind of animal mainly preys on Scavengers.	1	0
dev-1813	His elphant is watching a bird that is really far.	effect	The elephant can't see it clear.	The elephant wants to eat it.	0	0
dev-1814	They live well.	cause	The sunlight is there for the pineapples everyday.	Antelopes often migrate.	1	1
dev-1815	There are much more creatures in the sea than on land.	effect	Brachiopods occupy a large part of marine creatures.	It needs a lot of people to explore it.	0	0
dev-1816	Linda is good at typing.	effect	She can not find a job.	She is hired by a potent company for her potential to make interest.	1	1
dev-1817	There are many little frogs in the pond.	cause	The number of weeds in the pond grew greatly.	Tom put some frog eggs in the pond at home.	1	0
dev-1818	Blair's answer is narration.	cause	The teacher asked what is the translation from printed matter to spoken language.	This passage discusses the structure of dominant genes.	0	0
dev-1819	He had to make instruments.	cause	He wants to control noise.	Jerry was making a plane.	1	0
dev-1820	Logan lacks red blood cells in his body.	effect	Doctors inject some erythropoietin into his bone marrow.	He developed acute hemolytic anemia.	0	0
dev-1821	Mary was pregnant.	effect	Mary suffered from heartburn.	The doctor said that she can begin her normal delivery because of the diameter of her cervix has reached the standard.	0	0
dev-1822	This polite sentence instantly turned into a curse.	cause	The class was broken by a call of the teacher.	Tom added a modal particle to the sentence.	1	1
dev-1823	Tom suffered convulsions.	effect	Tom has an electrical malfunction of the brain.	His intestinal peristalsis was inhibited, affecting the digestive system.	0	1
dev-1824	Lily has a sudden cardiac arrest.	effect	Some regions in her brain can’t be connected with other regions.	Lily died of cerebral ischemia.	1	1
dev-1825	Tom put the maggots in ice water.	effect	They're all dead.	She put some vegetables into it.	0	0
dev-1826	He ate broccolis.	cause	John wanted to take in extra nutrients.	The Myofibrils have different numbers of myofilaments.	0	0
dev-1827	He is very knowledgeable.	cause	Tom likes reading books.	Jack is a physician.	0	1
dev-1828	The number of workers on the square being employed is more than the number of those in the company.	cause	They kept a a flock of sheep.	There are more workers on the square than in the company.	1	1
dev-1829	They will take actions for contraception.	cause	Lucy and Tom are not ready for the coming of a baby.	Scientists admit that females suffer from sexual reproduction.	0	1
dev-1830	They are having a lunch break.	effect	Tom's mother bought some lemons for Tom to eat.	It is about 3锛00pm now.	1	1
dev-1831	He is allergic to dust.	cause	Tom suffers from asthma.	The soldier is afraid of explosions.	0	0
dev-1832	I observed  the natural ends the tips of a linear chromosome through the microscope.	effect	Ions are the same as atoms.	After looking at the data, I learned that it is called telomere.	1	1
dev-1833	He's under arrest.	cause	The thief sneaked into the house on a dark night.	He has embezzled money from the public fund.	1	0
dev-1834	Andy saw a hellbound in my house yesterday.	effect	It must be her imagination.	I went downstairs to find that there was indeed a fight going on.	0	1
dev-1835	Some people does not believe intuition.	cause	Moving from places is like migration.	Intuition cannot be tested yet.	1	1
dev-1836	There is no water in the soil.	cause	The farmer has put a pond liner on the road.	The man poured too much nutrient solution into the pond.	0	1
dev-1837	The sick people were biten.	cause	The dog brought fleas to the ward.	Megakaryocytes pinched off small cell fragments.	0	0
dev-1838	The workers are required to protect topsoil from wind erosion.	effect	They built a dam.	They planted rows of trees as shelterbelts.	1	1
